REPORTER COUNTRY,PARTNER COUNTRY,YEAR,IMPORT (US DOLLAR),EXPORT (US DOLLAR),GDP (NIGERIA),GDP (PARTNER),POPULATION (NIGERIA),POPULATION (PARTNER),DISTANCE,EXCHANGE RATE (NIGERIA),EXCHANGE RATE (PARTNER),LANDLOCKED,COMMON OFFICIAL LANGUAGE
NIGERIA,Singapore,2014,8337019,5332978,5.74E+11,3.15E+11,179379016,5570502,10560,158.55,1.27,0,1
NIGERIA,Singapore,2013,4336167,21012358,5.20E+11,3.08E+11,174726123,5478055,10560,157.31,1.25,0,1
NIGERIA,Singapore,2012,30115891,507180695,4.64E+11,2.95E+11,170075932,5381005,10560,157.5,1.25,0,1
NIGERIA,Singapore,2011,512555530,78469487,4.14E+11,2.79E+11,165463745,5281344,10560,153.86,1.26,0,1
NIGERIA,Singapore,2010,29302375,155110235,3.67E+11,2.40E+11,160952853,5163590,10560,150.3,1.36,0,1
NIGERIA,Singapore,2009,67342099,19611904,2.95E+11,1.94E+11,156595758,5010704,10560,148.88,1.45,0,1
NIGERIA,Singapore,2008,9751067,42017083,3.39E+11,1.94E+11,152382506,4838402,10560,118.57,1.41,0,1
NIGERIA,Singapore,2007,5417118,27176708,2.78E+11,1.81E+11,148294028,4663256,10560,125.81,1.51,0,1
NIGERIA,Singapore,2006,27668318,5556493,2.38E+11,1.49E+11,144329764,4486583,10560,128.65,1.59,0,1
NIGERIA,Singapore,2005,,,1.76E+11,1.28E+11,140490722,4344637,10560,131.27,1.66,0,1
NIGERIA,Singapore,2004,,,1.36E+11,1.15E+11,136756848,4270401,10560,132.89,1.69,0,1
NIGERIA,Singapore,2003,12588026,,1.05E+11,97646401096,133119801,4226413,10560,129.22,1.74,0,1
NIGERIA,Singapore,2002,20841594,,95054059303,92538372870,129583026,4176794,10560,120.58,1.79,0,1
NIGERIA,Singapore,2001,10926932,,73557840064,89793790670,126152678,4121337,10560,111.23,1.79,0,1
NIGERIA,Singapore,2000,4673092,1586807,69171451627,96076539926,122851984,4053602,10560,101.7,1.72,0,1
NIGERIA,Singapore,1999,480960,241724,59145077039,86286849755,119695565,3966481,10560,92.34,1.69,0,1
NIGERIA,Singapore,1998,17547160,,2.18E+11,85728207782,116690527,3866293,10560,21.89,1.67,0,1
NIGERIA,Singapore,1997,5053181,,2.01E+11,1.00E+11,113791181,3760649,10560,21.89,1.48,0,1
NIGERIA,Singapore,1996,1064514,156001,1.86E+11,96293086513,110956183,3651903,10560,21.88,1.41,0,1
NIGERIA,South Africa,2021,76985007.79,2089140.55,4.41E+11,4.20E+11,213401323,59392255,4644,401.15,14.78,0,1
NIGERIA,South Africa,2020,106985132.9,992901.23,4.32E+11,3.38E+11,208327405,58801927,4644,358.81,16.46,0,1
NIGERIA,South Africa,2019,64186171.81,665539.11,4.75E+11,3.89E+11,203304492,58087055,4644,306.92,14.45,0,1
NIGERIA,South Africa,2018,65713809.67,1873647.79,4.22E+11,4.05E+11,198387623,57339635,4644,306.08,13.23,0,1
NIGERIA,South Africa,2017,63182298.95,351555.33,3.76E+11,3.81E+11,193495907,56641209,4644,305.79,13.32,0,1
NIGERIA,South Africa,2016,69983364,379963,4.05E+11,3.24E+11,188666931,56422274,4644,253.49,14.71,0,1
NIGERIA,South Africa,2015,74712978.07,2621303.3,4.93E+11,3.47E+11,183995785,55876504,4644,192.44,12.76,0,1
NIGERIA,South Africa,2014,75209221,3110120,5.74E+11,3.81E+11,179379016,54729551,4644,158.55,10.85,0,1
NIGERIA,South Africa,2013,184154544,34618203,5.20E+11,4.01E+11,174726123,53873616,4644,157.31,9.66,0,1
NIGERIA,South Africa,2012,46834458,10439556,4.64E+11,4.34E+11,170075932,53145033,4644,157.5,8.21,0,1
NIGERIA,South Africa,2011,191416028,6106165,4.14E+11,4.58E+11,165463745,52443325,4644,153.86,7.26,0,1
NIGERIA,South Africa,2010,28677227,2988465,3.67E+11,4.17E+11,160952853,51784921,4644,150.3,7.32,0,1
NIGERIA,South Africa,2009,35251835,2495828,2.95E+11,3.30E+11,156595758,51170779,4644,148.88,8.47,0,1
NIGERIA,South Africa,2008,20341829,2829007,3.39E+11,3.16E+11,152382506,50565812,4644,118.57,8.26,0,1
NIGERIA,South Africa,2007,33754156,2687091,2.78E+11,3.33E+11,148294028,49996094,4644,125.81,7.05,0,1
NIGERIA,South Africa,2006,42052413,181973,2.38E+11,3.04E+11,144329764,49491756,4644,128.65,6.77,0,1
NIGERIA,South Africa,2005,,,1.76E+11,2.89E+11,140490722,49017147,4644,131.27,6.36,0,1
NIGERIA,South Africa,2004,,,1.36E+11,2.56E+11,136756848,48556071,4644,132.89,6.46,0,1
NIGERIA,South Africa,2003,28350208,,1.05E+11,1.97E+11,133119801,48104048,4644,129.22,7.56,0,1
NIGERIA,South Africa,2002,23552844,,95054059303,1.29E+11,129583026,47661514,4644,120.58,10.54,0,1
NIGERIA,South Africa,2001,66256044,,73557840064,1.35E+11,126152678,47229714,4644,111.23,8.61,0,1
NIGERIA,South Africa,2000,10536337,197253,69171451627,1.52E+11,122851984,46813266,4644,101.7,6.94,0,1
NIGERIA,South Africa,1999,,,59145077039,1.52E+11,119695565,46364681,4644,92.34,6.11,0,1
NIGERIA,South Africa,1998,,,2.18E+11,1.53E+11,116690527,45852166,4644,21.89,5.53,0,1
NIGERIA,South Africa,1997,,,2.01E+11,1.69E+11,113791181,45285048,4644,21.89,4.61,0,1
NIGERIA,South Africa,1996,,,1.86E+11,1.63E+11,110956183,44661603,4644,21.88,4.3,0,1
NIGERIA,Spain,2021,12339881.4,14357156.89,4.41E+11,1.45E+12,213401323,47486935,3688,401.15,,0,0
NIGERIA,Spain,2020,35352468.1,8171004.88,4.32E+11,1.28E+12,208327405,47363807,3688,358.81,,0,0
NIGERIA,Spain,2019,20164054.68,11699735.81,4.75E+11,1.39E+12,203304492,47131372,3688,306.92,,0,0
NIGERIA,Spain,2018,11521329.36,9615643.59,4.22E+11,1.42E+12,198387623,46792043,3688,306.08,,0,0
NIGERIA,Spain,2017,11541258.89,7204679.56,3.76E+11,1.31E+12,193495907,46584170,3688,305.79,,0,0
NIGERIA,Spain,2016,8893098,10137712,4.05E+11,1.23E+12,188666931,46473315,3688,253.49,,0,0
NIGERIA,Spain,2015,18624733.4,6480395.04,4.93E+11,1.20E+12,183995785,46431342,3688,192.44,,0,0
NIGERIA,Spain,2014,23579804,48165736,5.74E+11,1.37E+12,179379016,46464551,3688,158.55,,0,0
NIGERIA,Spain,2013,20823093,170582184,5.20E+11,1.36E+12,174726123,46603459,3688,157.31,,0,0
NIGERIA,Spain,2012,15666060,336986926,4.64E+11,1.32E+12,170075932,46756082,3688,157.5,,0,0
NIGERIA,Spain,2011,64843803,89788192,4.14E+11,1.48E+12,165463745,46729232,3688,153.86,,0,0
NIGERIA,Spain,2010,18935565,21438376,3.67E+11,1.42E+12,160952853,46572772,3688,150.3,,0,0
NIGERIA,Spain,2009,5706944,13624365,2.95E+11,1.49E+12,156595758,46367772,3688,148.88,,0,0
NIGERIA,Spain,2008,8552633,10575696,3.39E+11,1.63E+12,152382506,45966538,3688,118.57,,0,0
NIGERIA,Spain,2007,6729602,15229855,2.78E+11,1.47E+12,148294028,45245782,3688,125.81,,0,0
NIGERIA,Spain,2006,11594563,1250092,2.38E+11,1.26E+12,144329764,44422831,3688,128.65,,0,0
NIGERIA,Spain,2005,,,1.76E+11,1.15E+12,140490722,43685374,3688,131.27,,0,0
NIGERIA,Spain,2004,,,1.36E+11,1.07E+12,136756848,42959666,3688,132.89,,0,0
NIGERIA,Spain,2003,10337046,,1.05E+11,9.07E+11,133119801,42230270,3688,129.22,,0,0
NIGERIA,Spain,2002,1711277,,95054059303,7.09E+11,129583026,41477655,3688,120.58,,0,0
NIGERIA,Spain,2001,6844031,41033,73557840064,6.28E+11,126152678,40966450,3688,111.23,,0,0
NIGERIA,Spain,2000,8567151,183212,69171451627,5.98E+11,122851984,40741651,3688,101.7,,0,0
NIGERIA,Spain,1999,4835411,2089935,59145077039,6.35E+11,119695565,40542232,3688,92.34,,0,0
NIGERIA,Spain,1998,2759773,1921695,2.18E+11,6.19E+11,116690527,40362357,3688,21.89,149.4,0,0
NIGERIA,Spain,1997,4477113,644416,2.01E+11,5.90E+11,113791181,40180050,3688,21.89,146.41,0,0
NIGERIA,Spain,1996,5942718,4265304,1.86E+11,6.43E+11,110956183,39996473,3688,21.88,126.66,0,0
NIGERIA,Sri Lanka,2021,1985657.13,6556.51,4.41E+11,88548049122,213401323,21773441,7926,401.15,198.76,0,0
NIGERIA,Sri Lanka,2020,3661305.33,28875.06,4.32E+11,84440516486,208327405,21715079,7926,358.81,185.59,0,0
NIGERIA,Sri Lanka,2019,1491265.64,,4.75E+11,89014978344,203304492,21649664,7926,306.92,178.74,0,0
NIGERIA,Sri Lanka,2018,1793777.82,,4.22E+11,94493871201,198387623,21580710,7926,306.08,162.46,0,0
NIGERIA,Sri Lanka,2017,1929312.72,,3.76E+11,94376237797,193495907,21506813,7926,305.79,152.45,0,0
NIGERIA,Sri Lanka,2016,2446971,,4.05E+11,88012282206,188666931,21425494,7926,253.49,145.58,0,0
NIGERIA,Sri Lanka,2015,2918963.2,141818.01,4.93E+11,85140955389,183995785,21336697,7926,192.44,135.86,0,0
NIGERIA,Sri Lanka,2014,3650978,108104,5.74E+11,82528535714,179379016,21239457,7926,158.55,130.56,0,0
NIGERIA,Sri Lanka,2013,2201461,2372358,5.20E+11,77000578167,174726123,21131756,7926,157.31,129.07,0,0
NIGERIA,Sri Lanka,2012,2485259,,4.64E+11,70447216891,170075932,21017147,7926,157.5,127.6,0,0
NIGERIA,Sri Lanka,2011,2541249,20154,4.14E+11,67753284044,165463745,20859743,7926,153.86,110.57,0,0
NIGERIA,Sri Lanka,2010,775033,,3.67E+11,58636161082,160952853,20668557,7926,150.3,113.06,0,0
NIGERIA,Sri Lanka,2009,707111,60983,2.95E+11,42066224093,156595758,20482477,7926,148.88,114.94,0,0
NIGERIA,Sri Lanka,2008,325041,,3.39E+11,40713826215,152382506,20285643,7926,118.57,108.33,0,0
NIGERIA,Sri Lanka,2007,1964588,,2.78E+11,32350238760,148294028,20078655,7926,125.81,110.62,0,0
NIGERIA,Sri Lanka,2006,48927,,2.38E+11,28279802406,144329764,19870706,7926,128.65,103.91,0,0
NIGERIA,Sri Lanka,2005,,,1.76E+11,24405791045,140490722,19673866,7926,131.27,100.5,0,0
NIGERIA,Sri Lanka,2004,,,1.36E+11,20662525941,136756848,19490431,7926,132.89,101.19,0,0
NIGERIA,Sri Lanka,2003,3354,,1.05E+11,18881765437,133119801,19303180,7926,129.22,96.52,0,0
NIGERIA,Sri Lanka,2002,23401,,95054059303,16536535647,129583026,19110707,7926,120.58,95.66,0,0
NIGERIA,Sri Lanka,2001,265108,,73557840064,15749753805,126152678,18920275,7926,111.23,89.38,0,0
NIGERIA,Sri Lanka,2000,,,69171451627,16330814180,122851984,18776371,7926,101.7,77.01,0,0
NIGERIA,Sri Lanka,1999,,,59145077039,15656327860,119695565,18670411,7926,92.34,70.64,0,0
NIGERIA,Sri Lanka,1998,,,2.18E+11,15794972847,116690527,18560798,7926,21.89,64.45,0,0
NIGERIA,Sri Lanka,1997,,,2.01E+11,15091913884,113791181,18449123,7926,21.89,58.99,0,0
NIGERIA,Sri Lanka,1996,59978,,1.86E+11,13897738375,110956183,18322506,7926,21.88,55.27,0,0
NIGERIA,Swaziland,2021,4238975.44,,4.41E+11,4850842572,213401323,1192271,4646,401.15,14.78,0,1
NIGERIA,Swaziland,2020,27423410,,4.32E+11,3982236693,208327405,1180655,4646,358.81,16.47,0,1
NIGERIA,Swaziland,2019,28188741.73,,4.75E+11,4466214591,203304492,1169613,4646,306.92,14.45,0,1
NIGERIA,Swaziland,2018,16097362.33,,4.22E+11,4666598024,198387623,1160428,4646,306.08,13.23,0,1
NIGERIA,Swaziland,2017,2773864.56,,3.76E+11,4402969226,193495907,1151390,4646,305.79,13.32,0,1
NIGERIA,Swaziland,2016,1214848,,4.05E+11,3816019193,188666931,1142524,4646,253.49,14.71,0,1
NIGERIA,Swaziland,2015,1769703.73,8766820.96,4.93E+11,4063245671,183995785,1133936,4646,192.44,12.76,0,1
NIGERIA,Swaziland,2014,2535202,2656102,5.74E+11,4422986272,179379016,1125865,4646,158.55,10.85,0,1
NIGERIA,Swaziland,2013,6049575,2265969,5.20E+11,4597552982,174726123,1118319,4646,157.31,9.66,0,1
NIGERIA,Swaziland,2012,5715821,2182406,4.64E+11,4886551484,170075932,1111444,4646,157.5,8.21,0,1
NIGERIA,Swaziland,2011,4561833,,4.14E+11,4820478680,165463745,1105371,4646,153.86,7.26,0,1
NIGERIA,Swaziland,2010,8752396,1835091,3.67E+11,4438765086,160952853,1099920,4646,150.3,7.32,0,1
NIGERIA,Swaziland,2009,1187652,,2.95E+11,3580428053,156595758,1094886,4646,148.88,8.47,0,1
NIGERIA,Swaziland,2008,640443,12007183,3.39E+11,3294084314,152382506,1089870,4646,118.57,8.26,0,1
NIGERIA,Swaziland,2007,2470326,733399,2.78E+11,3469381231,148294028,1084008,4646,125.81,7.05,0,1
NIGERIA,Swaziland,2006,6031679,5094531,2.38E+11,3291330019,144329764,1077735,4646,128.65,6.77,0,1
NIGERIA,Swaziland,2005,,,1.76E+11,3178112499,140490722,1071886,4646,131.27,6.36,0,1
NIGERIA,Swaziland,2004,,,1.36E+11,2770082792,136756848,1065764,4646,132.89,6.46,0,1
NIGERIA,Swaziland,2003,,,1.05E+11,2197598466,133119801,1058797,4646,129.22,7.56,0,1
NIGERIA,Swaziland,2002,45956,,95054059303,1432221739,129583026,1050809,4646,120.58,10.54,0,1
NIGERIA,Swaziland,2001,957271,,73557840064,1542477309,126152678,1041396,4646,111.23,8.61,0,1
NIGERIA,Swaziland,2000,292539,,69171451627,1738093840,122851984,1030496,4646,101.7,6.94,0,1
NIGERIA,Swaziland,1999,,,59145077039,1547888496,119695565,1018370,4646,92.34,6.11,0,1
NIGERIA,Swaziland,1998,,,2.18E+11,1576908856,116690527,1005158,4646,21.89,5.53,0,1
NIGERIA,Swaziland,1997,,,2.01E+11,1716714070,113791181,990734,4646,21.89,4.61,0,1
NIGERIA,Swaziland,1996,,,1.86E+11,1602741834,110956183,973587,4646,21.88,4.3,0,1
NIGERIA,Sweden,2021,13403384.51,,4.41E+11,6.40E+11,213401323,10467097,5725,401.15,8.58,0,0
NIGERIA,Sweden,2020,62712446.28,,4.32E+11,5.47E+11,208327405,10368969,5725,358.81,9.21,0,0
NIGERIA,Sweden,2019,19559994.81,84098.77,4.75E+11,5.34E+11,203304492,10267922,5725,306.92,9.46,0,0
NIGERIA,Sweden,2018,5277337.46,,4.22E+11,5.55E+11,198387623,10162298,5725,306.08,8.69,0,0
NIGERIA,Sweden,2017,5597218.66,,3.76E+11,5.41E+11,193495907,10058190,5725,305.79,8.55,0,0
NIGERIA,Sweden,2016,12243857,,4.05E+11,5.16E+11,188666931,9953317,5725,253.49,8.56,0,0
NIGERIA,Sweden,2015,15833691.71,134265.76,4.93E+11,5.05E+11,183995785,9849349,5725,192.44,8.43,0,0
NIGERIA,Sweden,2014,35503020,546327,5.74E+11,5.82E+11,179379016,9747508,5725,158.55,6.86,0,0
NIGERIA,Sweden,2013,21943492,1520317,5.20E+11,5.87E+11,174726123,9648932,5725,157.31,6.51,0,0
NIGERIA,Sweden,2012,19794370,138133,4.64E+11,5.52E+11,170075932,9555987,5725,157.5,6.78,0,0
NIGERIA,Sweden,2011,68410153,218038,4.14E+11,5.74E+11,165463745,9467388,5725,153.86,6.49,0,0
NIGERIA,Sweden,2010,17008628,485108,3.67E+11,4.96E+11,160952853,9381729,5725,150.3,7.21,0,0
NIGERIA,Sweden,2009,7277662,1197615,2.95E+11,4.37E+11,156595758,9301413,5725,148.88,7.65,0,0
NIGERIA,Sweden,2008,5772359,,3.39E+11,5.18E+11,152382506,9229271,5725,118.57,6.59,0,0
NIGERIA,Sweden,2007,3326393,118,2.78E+11,4.91E+11,148294028,9164272,5725,125.81,6.76,0,0
NIGERIA,Sweden,2006,1500393,,2.38E+11,4.23E+11,144329764,9104719,5725,128.65,7.38,0,0
NIGERIA,Sweden,2005,,,1.76E+11,3.92E+11,140490722,9051738,5725,131.27,7.47,0,0
NIGERIA,Sweden,2004,,,1.36E+11,3.85E+11,136756848,9004263,5725,132.89,7.35,0,0
NIGERIA,Sweden,2003,534955,,1.05E+11,3.34E+11,133119801,8961506,5725,129.22,8.09,0,0
NIGERIA,Sweden,2002,300930,,95054059303,2.67E+11,129583026,8926012,5725,120.58,9.74,0,0
NIGERIA,Sweden,2001,4262180,,73557840064,2.42E+11,126152678,8896748,5725,111.23,10.33,0,0
NIGERIA,Sweden,2000,523803,,69171451627,2.63E+11,122851984,8871043,5725,101.7,9.16,0,0
NIGERIA,Sweden,1999,1415660,1375,59145077039,2.74E+11,119695565,8848876,5725,92.34,8.26,0,0
NIGERIA,Sweden,1998,897320,77901,2.18E+11,2.71E+11,116690527,8828633,5725,21.89,7.95,0,0
NIGERIA,Sweden,1997,8820529,,2.01E+11,2.68E+11,113791181,8807869,5725,21.89,7.63,0,0
NIGERIA,Sweden,1996,3357604,9096,1.86E+11,2.92E+11,110956183,8785494,5725,21.88,6.71,0,0
NIGERIA,Switz.Liecht,2021,7548686.25,,4.41E+11,8.13E+11,213401323,8691406,4183,401.15,0.91,1,0
NIGERIA,Switz.Liecht,2020,4397032.87,1349194.29,4.32E+11,7.42E+11,208327405,8638613,4183,358.81,0.94,1,0
NIGERIA,Switz.Liecht,2019,3917682.6,,4.75E+11,7.21E+11,203304492,8575588,4183,306.92,0.99,1,0
NIGERIA,Switz.Liecht,2018,4397391.28,482727.01,4.22E+11,7.26E+11,198387623,8514434,4183,306.08,0.98,1,0
NIGERIA,Switz.Liecht,2017,16678722.63,,3.76E+11,6.95E+11,193495907,8451687,4183,305.79,0.98,1,0
NIGERIA,Switz.Liecht,2016,20525845,,4.05E+11,6.88E+11,188666931,8372898,4183,253.49,0.99,1,0
NIGERIA,Switz.Liecht,2015,2715280.57,8321611.69,4.93E+11,6.94E+11,183995785,8281732,4183,192.44,0.96,1,0
NIGERIA,Switz.Liecht,2014,5176875,3294986,5.74E+11,7.27E+11,179379016,8187791,4183,158.55,0.92,1,0
NIGERIA,Switz.Liecht,2013,10934318,3015567,5.20E+11,7.06E+11,174726123,8088367,4183,157.31,0.93,1,0
NIGERIA,Switz.Liecht,2012,7238090,20178808,4.64E+11,6.86E+11,170075932,7995738,4183,157.5,0.94,1,0
NIGERIA,Switz.Liecht,2011,61297655,1426522,4.14E+11,7.16E+11,165463745,7910982,4183,153.86,0.89,1,0
NIGERIA,Switz.Liecht,2010,5014284,15237943,3.67E+11,5.99E+11,160952853,7822435,4183,150.3,1.04,1,0
NIGERIA,Switz.Liecht,2009,6508651,11124203,2.95E+11,5.54E+11,156595758,7734405,4183,148.88,1.09,1,0
NIGERIA,Switz.Liecht,2008,2530268,1370662,3.39E+11,5.67E+11,152382506,7638288,4183,118.57,1.08,1,0
NIGERIA,Switz.Liecht,2007,37874351,13826925,2.78E+11,4.91E+11,148294028,7541904,4183,125.81,1.2,1,0
NIGERIA,Switz.Liecht,2006,35825875,7644361,2.38E+11,4.42E+11,144329764,7475010,4183,128.65,1.25,1,0
NIGERIA,Switz.Liecht,2005,,,1.76E+11,4.18E+11,140490722,7428435,4183,131.27,1.25,1,0
NIGERIA,Switz.Liecht,2004,,,1.36E+11,4.04E+11,136756848,7381151,4183,132.89,1.24,1,0
NIGERIA,Switz.Liecht,2003,31168719,,1.05E+11,3.62E+11,133119801,7330729,4183,129.22,1.35,1,0
NIGERIA,Switz.Liecht,2002,13631757,,95054059303,3.09E+11,129583026,7276480,4183,120.58,1.56,1,0
NIGERIA,Switz.Liecht,2001,8874692,,73557840064,2.87E+11,126152678,7224403,4183,111.23,1.69,1,0
NIGERIA,Switz.Liecht,2000,10632742,,69171451627,2.79E+11,122851984,7182059,4183,101.7,1.69,1,0
NIGERIA,Switz.Liecht,1999,3607113,,59145077039,2.98E+11,119695565,7142198,4183,92.34,1.5,1,0
NIGERIA,Switz.Liecht,1998,12824464,145782,2.18E+11,3.03E+11,116690527,7108221,4183,21.89,1.45,1,0
NIGERIA,Switz.Liecht,1997,13031375,,2.01E+11,2.95E+11,113791181,7086998,4183,21.89,1.45,1,0
NIGERIA,Switz.Liecht,1996,4121636,4632,1.86E+11,3.40E+11,110956183,7069691,4183,21.88,1.24,1,0
NIGERIA,Thailand,2021,4449885.51,15760.8,4.41E+11,5.06E+11,213401323,71601103,9989,401.15,31.98,0,0
NIGERIA,Thailand,2020,15350415.71,22134.2,4.32E+11,5.00E+11,208327405,71475664,9989,358.81,31.29,0,0
NIGERIA,Thailand,2019,5923556.76,1272738.32,4.75E+11,5.44E+11,203304492,71307763,9989,306.92,31.05,0,0
NIGERIA,Thailand,2018,3526350.36,12718.37,4.22E+11,5.07E+11,198387623,71127802,9989,306.08,32.31,0,0
NIGERIA,Thailand,2017,5673319.1,,3.76E+11,4.56E+11,193495907,70898202,9989,305.79,33.94,0,0
NIGERIA,Thailand,2016,66140657,,4.05E+11,4.13E+11,188666931,70607037,9989,253.49,35.3,0,0
NIGERIA,Thailand,2015,432412634.4,1999044.06,4.93E+11,4.01E+11,183995785,70294397,9989,192.44,34.25,0,0
NIGERIA,Thailand,2014,479847593,994598,5.74E+11,4.07E+11,179379016,69960943,9989,158.55,32.48,0,0
NIGERIA,Thailand,2013,28422891,3695910,5.20E+11,4.20E+11,174726123,69578602,9989,157.31,30.73,0,0
NIGERIA,Thailand,2012,209586481,,4.64E+11,3.98E+11,170075932,69157023,9989,157.5,31.08,0,0
NIGERIA,Thailand,2011,,,4.14E+11,3.71E+11,165463745,68712846,9989,153.86,30.49,0,0
NIGERIA,Thailand,2010,,,3.67E+11,3.41E+11,160952853,68270489,9989,150.3,31.69,0,0
NIGERIA,Thailand,2009,2737831,,2.95E+11,2.82E+11,156595758,67813654,9989,148.88,34.29,0,0
NIGERIA,Thailand,2008,12189622,,3.39E+11,2.91E+11,152382506,67328239,9989,118.57,33.31,0,0
NIGERIA,Thailand,2007,42041438,115490,2.78E+11,2.63E+11,148294028,66826754,9989,125.81,34.52,0,0
NIGERIA,Thailand,2006,129360510,56397,2.38E+11,2.22E+11,144329764,66319525,9989,128.65,37.88,0,0
NIGERIA,Thailand,2005,,,1.76E+11,1.89E+11,140490722,65821360,9989,131.27,40.22,0,0
NIGERIA,Thailand,2004,,,1.36E+11,1.73E+11,136756848,65311166,9989,132.89,40.22,0,0
NIGERIA,Thailand,2003,75862130,,1.05E+11,1.52E+11,133119801,64776956,9989,129.22,41.48,0,0
NIGERIA,Thailand,2002,81673265,,95054059303,1.34E+11,129583026,64222580,9989,120.58,42.96,0,0
NIGERIA,Thailand,2001,73063411,,73557840064,1.20E+11,126152678,63649892,9989,111.23,44.43,0,0
NIGERIA,Thailand,2000,71429372,,69171451627,1.26E+11,122851984,63066603,9989,101.7,40.11,0,0
NIGERIA,Thailand,1999,55191132,,59145077039,1.27E+11,119695565,62442651,9989,92.34,37.81,0,0
NIGERIA,Thailand,1998,124669680,,2.18E+11,1.14E+11,116690527,61745217,9989,21.89,41.36,0,0
NIGERIA,Thailand,1997,181021776,,2.01E+11,1.50E+11,113791181,60989108,9989,21.89,31.36,0,0
NIGERIA,Thailand,1996,58055636,,1.86E+11,1.83E+11,110956183,60211096,9989,21.88,25.34,0,0
NIGERIA,Togo,2021,974673.95,926638.01,4.41E+11,8443112143,213401323,8644829,865,401.15,554.53,0,0
NIGERIA,Togo,2020,1786893.66,489771.6,4.32E+11,7486031562,208327405,8442580,865,358.81,575.59,0,0
NIGERIA,Togo,2019,930001.81,3714714.16,4.75E+11,6992654019,203304492,8243094,865,306.92,585.91,0,0
NIGERIA,Togo,2018,,2346305.33,4.22E+11,7029215766,198387623,8046679,865,306.08,555.45,0,0
NIGERIA,Togo,2017,66802.13,1426673.92,3.76E+11,6387424240,193495907,7852795,865,305.79,580.66,0,0
NIGERIA,Togo,2016,736735,452883,4.05E+11,6071167584,188666931,7661354,865,253.49,592.61,0,0
NIGERIA,Togo,2015,71392.47,783825.77,4.93E+11,5755457836,183995785,7473229,865,192.44,591.21,0,0
NIGERIA,Togo,2014,37879,1212361,5.74E+11,6393314708,179379016,7288383,865,158.55,493.76,0,0
NIGERIA,Togo,2013,,3801346,5.20E+11,6021729630,174726123,7106229,865,157.31,493.9,0,0
NIGERIA,Togo,2012,,65020,4.64E+11,5413541649,170075932,6926635,865,157.5,510.56,0,0
NIGERIA,Togo,2011,,,4.14E+11,5422439152,165463745,6748672,865,153.86,471.25,0,0
NIGERIA,Togo,2010,,,3.67E+11,4746386893,160952853,6571855,865,150.3,494.79,0,0
NIGERIA,Togo,2009,,,2.95E+11,4721888275,156595758,6398624,865,148.88,470.29,0,0
NIGERIA,Togo,2008,6429825,44865,3.39E+11,4578847113,152382506,6222482,865,118.57,446,0,0
NIGERIA,Togo,2007,7525721,,2.78E+11,3759962853,148294028,6047537,865,125.81,478.63,0,0
NIGERIA,Togo,2006,6127645,,2.38E+11,2351584496,144329764,5874240,865,128.65,522.43,0,0
NIGERIA,Togo,2005,,,1.76E+11,2281483016,140490722,5711597,865,131.27,527.26,0,0
NIGERIA,Togo,2004,,,1.36E+11,2259992505,136756848,5565218,865,132.89,527.34,0,0
NIGERIA,Togo,2003,306202,558714,1.05E+11,2115836258,133119801,5421001,865,129.22,579.9,0,0
NIGERIA,Togo,2002,165270,109932247,95054059303,1706698033,129583026,5281538,865,120.58,693.71,0,0
NIGERIA,Togo,2001,3215982,5419,73557840064,1482437766,126152678,5145426,865,111.23,732.4,0,0
NIGERIA,Togo,2000,4892695,22,69171451627,1491891156,122851984,5008035,865,101.7,710.21,0,0
NIGERIA,Togo,1999,1060,57465,59145077039,1576672666,119695565,4867941,865,92.34,615.47,0,0
NIGERIA,Togo,1998,2572,,2.18E+11,1587346018,116690527,4728297,865,21.89,589.95,0,0
NIGERIA,Togo,1997,,,2.01E+11,1498950971,113791181,4592550,865,21.89,583.67,0,0
NIGERIA,Togo,1996,29861,,1.86E+11,1465448204,110956183,4445883,865,21.88,511.55,0,0
NIGERIA,Turkey,2021,36847549.01,5274597.64,4.41E+11,8.20E+11,213401323,84775404,4239,401.15,8.85,0,0
NIGERIA,Turkey,2020,41303075.15,1315606.62,4.32E+11,7.20E+11,208327405,84135428,4239,358.81,7.01,0,0
NIGERIA,Turkey,2019,23746507.67,1500172.96,4.75E+11,7.61E+11,203304492,83481684,4239,306.92,5.67,0,0
NIGERIA,Turkey,2018,23559407.53,619386.03,4.22E+11,7.79E+11,198387623,82809304,4239,306.08,4.83,0,0
NIGERIA,Turkey,2017,23751423.45,395971.53,3.76E+11,8.59E+11,193495907,82089826,4239,305.79,3.65,0,0
NIGERIA,Turkey,2016,18080141,290585,4.05E+11,8.70E+11,188666931,81019394,4239,253.49,3.02,0,0
NIGERIA,Turkey,2015,23528399.75,1690724.33,4.93E+11,8.64E+11,183995785,79646178,4239,192.44,2.72,0,0
NIGERIA,Turkey,2014,9686544,1500092,5.74E+11,9.39E+11,179379016,78112073,4239,158.55,2.19,0,0
NIGERIA,Turkey,2013,4401423,4899368,5.20E+11,9.58E+11,174726123,76576117,4239,157.31,1.9,0,0
NIGERIA,Turkey,2012,3545233,744867,4.64E+11,8.81E+11,170075932,75277439,4239,157.5,1.8,0,0
NIGERIA,Turkey,2011,7468864,26330984,4.14E+11,8.39E+11,165463745,74173854,4239,153.86,1.67,0,0
NIGERIA,Turkey,2010,16175996,1876494,3.67E+11,7.77E+11,160952853,73195345,4239,150.3,1.5,0,0
