REPORTER COUNTRY,PARTNER COUNTRY,YEAR,IMPORT (US DOLLAR),EXPORT (US DOLLAR),GDP (NIGERIA),GDP (PARTNER),POPULATION (NIGERIA),POPULATION (PARTNER),DISTANCE,EXCHANGE RATE (NIGERIA),EXCHANGE RATE (PARTNER),LANDLOCKED,COMMON OFFICIAL LANGUAGE
NIGERIA,Angola,2021,28003.46,208792.39,4.41E+11,66505129989,213401323,34503774,2464,401.15,631.44,0,0
NIGERIA,Angola,2020,2781703,487685.61,4.32E+11,48501561230,208327405,33428486,2464,358.81,578.26,0,0
NIGERIA,Angola,2019,5408964.14,88441.13,4.75E+11,70897962713,203304492,32353588,2464,306.92,364.83,0,0
NIGERIA,Angola,2018,6504165.42,,4.22E+11,79450688232,198387623,31273533,2464,306.08,252.86,0,0
NIGERIA,Angola,2017,6368959.06,52059.99,3.76E+11,73690155047,193495907,30208628,2464,305.79,165.92,0,0
NIGERIA,Angola,2016,,,4.05E+11,52761617226,188666931,29154746,2464,253.49,163.66,0,0
NIGERIA,Angola,2015,1091173.78,76585.24,4.93E+11,90496420626,183995785,28127721,2464,192.44,120.06,0,0
NIGERIA,Angola,2014,4183955,43522,5.74E+11,1.36E+11,179379016,27128337,2464,158.55,98.3,0,0
NIGERIA,Angola,2013,1194789,26989,5.20E+11,1.32E+11,174726123,26147002,2464,157.31,96.52,0,0
NIGERIA,Angola,2012,,,4.64E+11,1.28E+11,170075932,25188292,2464,157.5,95.47,0,0
NIGERIA,Angola,2011,840920,346195,4.14E+11,1.12E+11,165463745,24259111,2464,153.86,93.93,0,0
NIGERIA,Angola,2010,1619363,419210,3.67E+11,83799473760,160952853,23364185,2464,150.3,91.91,0,0
NIGERIA,Angola,2009,484900,366505,2.95E+11,70307196474,156595758,22507674,2464,148.88,79.33,0,0
NIGERIA,Angola,2008,,2933,3.39E+11,88538664884,152382506,21691522,2464,118.57,75.03,0,0
NIGERIA,Angola,2007,19958794,857376,2.78E+11,65266415707,148294028,20909684,2464,125.81,76.71,0,0
NIGERIA,Angola,2006,,,2.38E+11,52381025102,144329764,20162340,2464,128.65,80.37,0,0
NIGERIA,Angola,2005,,,1.76E+11,36970901024,140490722,19450959,2464,131.27,87.16,0,0
NIGERIA,Angola,2004,,,1.36E+11,23552057820,136756848,18771125,2464,132.89,83.54,0,0
NIGERIA,Angola,2003,705333,,1.05E+11,17812704627,133119801,18124342,2464,129.22,74.61,0,0
NIGERIA,Angola,2002,3020349,,95054059303,15285592486,129583026,17516139,2464,120.58,43.53,0,0
NIGERIA,Angola,2001,748530,,73557840064,8936079251,126152678,16941587,2464,111.23,22.06,0,0
NIGERIA,Angola,2000,882952,,69171451627,9129594816,122851984,16394062,2464,101.7,10.04,0,0
NIGERIA,Angola,1999,,,59145077039,6152922942,119695565,15870753,2464,92.34,2.79,0,0
NIGERIA,Angola,1998,1584365,,2.18E+11,6506381417,116690527,15366864,2464,21.89,0.39,0,0
NIGERIA,Angola,1997,1985882,,2.01E+11,7675412601,113791181,14871146,2464,21.89,0.23,0,0
NIGERIA,Angola,1996,,,1.86E+11,6535434716,110956183,14383350,2464,21.88,0.13,0,0
NIGERIA,Argentina,2021,136712420.3,,4.41E+11,4.88E+11,213401323,45276780,9126,401.15,94.99,0,0
NIGERIA,Argentina,2020,154207574.6,,4.32E+11,3.86E+11,208327405,45036032,9126,358.81,70.54,0,0
NIGERIA,Argentina,2019,108356798.5,,4.75E+11,4.48E+11,203304492,44745520,9126,306.92,48.15,0,0
NIGERIA,Argentina,2018,36451594.58,,4.22E+11,5.25E+11,198387623,44413596,9126,306.08,28.09,0,0
NIGERIA,Argentina,2017,87614408.6,,3.76E+11,6.44E+11,193495907,44054616,9126,305.79,16.56,0,0
NIGERIA,Argentina,2016,24606155,,4.05E+11,5.58E+11,188666931,43668241,9126,253.49,14.76,0,0
NIGERIA,Argentina,2015,44072972.91,,4.93E+11,5.95E+11,183995785,43257065,9126,192.44,9.23,0,0
NIGERIA,Argentina,2014,51975240,,5.74E+11,5.26E+11,179379016,42824054,9126,158.55,8.08,0,0
NIGERIA,Argentina,2013,86642267,2096258,5.20E+11,5.52E+11,174726123,42388269,9126,157.31,5.46,0,0
NIGERIA,Argentina,2012,128132306,,4.64E+11,5.46E+11,170075932,41952365,9126,157.5,4.54,0,0
NIGERIA,Argentina,2011,148219146,12831125,4.14E+11,5.30E+11,165463745,41520740,9126,153.86,4.11,0,0
NIGERIA,Argentina,2010,24922889,,3.67E+11,4.24E+11,160952853,41100123,9126,150.3,3.9,0,0
NIGERIA,Argentina,2009,38680915,204362,2.95E+11,3.33E+11,156595758,40684338,9126,148.88,3.71,0,0
NIGERIA,Argentina,2008,80591970,273039,3.39E+11,3.62E+11,152382506,40273769,9126,118.57,3.14,0,0
NIGERIA,Argentina,2007,162382643,,2.78E+11,2.88E+11,148294028,39876111,9126,125.81,3.1,0,0
NIGERIA,Argentina,2006,94516066,,2.38E+11,2.33E+11,144329764,39476851,9126,128.65,3.05,0,0
NIGERIA,Argentina,2005,,,1.76E+11,1.99E+11,140490722,39070501,9126,131.27,2.9,0,0
NIGERIA,Argentina,2004,,,1.36E+11,1.65E+11,136756848,38668796,9126,132.89,2.92,0,0
NIGERIA,Argentina,2003,9673411,,1.05E+11,1.28E+11,133119801,38278164,9126,129.22,2.9,0,0
NIGERIA,Argentina,2002,11792827,,95054059303,97724004252,129583026,37885028,9126,120.58,3.06,0,0
NIGERIA,Argentina,2001,6911331,,73557840064,2.69E+11,126152678,37480493,9126,111.23,1,0,0
NIGERIA,Argentina,2000,7276085,,69171451627,2.84E+11,122851984,37070774,9126,101.7,1,0,0
NIGERIA,Argentina,1999,8945704,,59145077039,2.84E+11,119695565,36653031,9126,92.34,1,0,0
NIGERIA,Argentina,1998,15854486,,2.18E+11,2.99E+11,116690527,36233195,9126,21.89,1,0,0
NIGERIA,Argentina,1997,40523296,,2.01E+11,2.93E+11,113791181,35815971,9126,21.89,1,0,0
NIGERIA,Argentina,1996,12620701,,1.86E+11,2.72E+11,110956183,35389362,9126,21.88,1,0,0
NIGERIA,Australia,2021,48405255.89,16100.26,4.41E+11,1.56E+12,213401323,25921089,13967,401.15,1.33,0,1
NIGERIA,Australia,2020,23226073.82,,4.32E+11,1.33E+12,208327405,25670051,13967,358.81,1.45,0,1
NIGERIA,Australia,2019,28466653.52,,4.75E+11,1.39E+12,203304492,25357170,13967,306.92,1.44,0,1
NIGERIA,Australia,2018,101800743.4,33964.57,4.22E+11,1.43E+12,198387623,24979230,13967,306.08,1.34,0,1
NIGERIA,Australia,2017,174376461.9,,3.76E+11,1.33E+12,193495907,24590334,13967,305.79,1.3,0,1
NIGERIA,Australia,2016,133841604,15861,4.05E+11,1.21E+12,188666931,24195701,13967,253.49,1.35,0,1
NIGERIA,Australia,2015,66300100.56,454.39,4.93E+11,1.35E+12,183995785,23820236,13967,192.44,1.33,0,1
NIGERIA,Australia,2014,218278523,,5.74E+11,1.47E+12,179379016,23469579,13967,158.55,1.11,0,1
NIGERIA,Australia,2013,75671223,723813,5.20E+11,1.58E+12,174726123,23111782,13967,157.31,1.04,0,1
NIGERIA,Australia,2012,87071943,450905,4.64E+11,1.55E+12,170075932,22729269,13967,157.5,0.97,0,1
NIGERIA,Australia,2011,76700523,5459240,4.14E+11,1.40E+12,165463745,22357034,13967,153.86,0.97,0,1
NIGERIA,Australia,2010,56493085,78830,3.67E+11,1.15E+12,160952853,22019168,13967,150.3,1.09,0,1
NIGERIA,Australia,2009,96203597,1005573,2.95E+11,9.29E+11,156595758,21660892,13967,148.88,1.28,0,1
NIGERIA,Australia,2008,20622712,2300161,3.39E+11,1.06E+12,152382506,21247873,13967,118.57,1.19,0,1
NIGERIA,Australia,2007,34231317,29483,2.78E+11,8.55E+11,148294028,20830828,13967,125.81,1.2,0,1
NIGERIA,Australia,2006,27891450,,2.38E+11,7.48E+11,144329764,20467030,13967,128.65,1.33,0,1
NIGERIA,Australia,2005,,,1.76E+11,6.96E+11,140490722,20171731,13967,131.27,1.31,0,1
NIGERIA,Australia,2004,,,1.36E+11,6.15E+11,136756848,19925056,13967,132.89,1.36,0,1
NIGERIA,Australia,2003,5302732,,1.05E+11,4.68E+11,133119801,19698999,13967,129.22,1.54,0,1
NIGERIA,Australia,2002,18416180,,95054059303,3.96E+11,129583026,19475844,13967,120.58,1.84,0,1
NIGERIA,Australia,2001,7617343,,73557840064,3.80E+11,126152678,19248143,13967,111.23,1.93,0,1
NIGERIA,Australia,2000,9189661,,69171451627,4.16E+11,122851984,19017963,13967,101.7,1.72,0,1
NIGERIA,Australia,1999,5654189,612,59145077039,3.90E+11,119695565,18800892,13967,92.34,1.55,0,1
NIGERIA,Australia,1998,3587727,,2.18E+11,4.00E+11,116690527,18601667,13967,21.89,1.59,0,1
NIGERIA,Australia,1997,6839791,,2.01E+11,4.36E+11,113791181,18410250,13967,21.89,1.35,0,1
NIGERIA,Australia,1996,,,1.86E+11,4.01E+11,110956183,18211845,13967,21.88,1.28,0,1
NIGERIA,Belgium,2021,102916668.2,43554187.83,4.41E+11,6.01E+11,213401323,11611419,4609,401.15,,0,0
NIGERIA,Belgium,2020,107390508.6,31134517.09,4.32E+11,5.26E+11,208327405,11561717,4609,358.81,,0,0
NIGERIA,Belgium,2019,78283979.68,32990996.67,4.75E+11,5.36E+11,203304492,11510568,4609,306.92,,0,0
NIGERIA,Belgium,2018,71356225.95,28988376.25,4.22E+11,5.43E+11,198387623,11448595,4609,306.08,,0,0
NIGERIA,Belgium,2017,99688670.88,13723044.03,3.76E+11,5.03E+11,193495907,11384489,4609,305.79,,0,0
NIGERIA,Belgium,2016,93928481,22954122,4.05E+11,4.76E+11,188666931,11316836,4609,253.49,,0,0
NIGERIA,Belgium,2015,140855674.7,25040423.7,4.93E+11,4.62E+11,183995785,11248303,4609,192.44,,0,0
NIGERIA,Belgium,2014,149610840,40905449,5.74E+11,5.35E+11,179379016,11176723,4609,158.55,,0,0
NIGERIA,Belgium,2013,77094992,58486114,5.20E+11,5.22E+11,174726123,11103257,4609,157.31,,0,0
NIGERIA,Belgium,2012,82072007,815379712,4.64E+11,4.96E+11,170075932,11031139,4609,157.5,,0,0
NIGERIA,Belgium,2011,196057073,66941400,4.14E+11,5.23E+11,165463745,10955743,4609,153.86,,0,0
NIGERIA,Belgium,2010,59640951,123985279,3.67E+11,4.81E+11,160952853,10877947,4609,150.3,,0,0
NIGERIA,Belgium,2009,78532899,89848317,2.95E+11,4.83E+11,156595758,10801356,4609,148.88,,0,0
NIGERIA,Belgium,2008,74174619,50689851,3.39E+11,5.17E+11,152382506,10726716,4609,118.57,,0,0
NIGERIA,Belgium,2007,869014191,134037185,2.78E+11,4.71E+11,148294028,10653697,4609,125.81,,0,0
NIGERIA,Belgium,2006,126266734,16323,2.38E+11,4.08E+11,144329764,10582975,4609,128.65,,0,0
NIGERIA,Belgium,2005,,,1.76E+11,3.86E+11,140490722,10516978,4609,131.27,,0,0
NIGERIA,Belgium,2004,,,1.36E+11,3.69E+11,136756848,10456163,4609,132.89,,0,0
NIGERIA,Belgium,2003,45058572,,1.05E+11,3.18E+11,133119801,10402550,4609,129.22,,0,0
NIGERIA,Belgium,2002,61094088,,95054059303,2.58E+11,129583026,10355568,4609,120.58,,0,0
NIGERIA,Belgium,2001,56407908,,73557840064,2.37E+11,126152678,10309255,4609,111.23,,0,0
NIGERIA,Belgium,2000,52945021,2869,69171451627,2.37E+11,122851984,10264343,4609,101.7,,0,0
NIGERIA,Belgium,1999,12308062,3686809,59145077039,2.58E+11,119695565,10224220,4609,92.34,,0,0
NIGERIA,Belgium,1998,,,2.18E+11,2.59E+11,116690527,10188538,4609,21.89,36.3,0,0
NIGERIA,Belgium,1997,,,2.01E+11,2.53E+11,113791181,10154872,4609,21.89,35.77,0,0
NIGERIA,Belgium,1996,,,1.86E+11,2.79E+11,110956183,10123229,4609,21.88,30.96,0,0
NIGERIA,Benin,2021,137031.19,356615.76,4.41E+11,17687623535,213401323,12996895,699,401.15,554.61,0,0
NIGERIA,Benin,2020,2140876.46,383412.01,4.32E+11,15686741894,208327405,12643123,699,358.81,574.29,0,0
NIGERIA,Benin,2019,122148.6,816298.72,4.75E+11,14390708757,203304492,12290444,699,306.92,585.95,0,0
NIGERIA,Benin,2018,1977700.43,57318.82,4.22E+11,14262408080,198387623,11940683,699,306.08,555.45,0,0
NIGERIA,Benin,2017,2895333.69,31895.58,3.76E+11,12701655846,193495907,11596779,699,305.79,580.66,0,0
NIGERIA,Benin,2016,251527,138111,4.05E+11,11821065852,188666931,11260085,699,253.49,592.61,0,0
NIGERIA,Benin,2015,6115.64,6408675.11,4.93E+11,11388160997,183995785,10932783,699,192.44,591.21,0,0
NIGERIA,Benin,2014,204122,3586663,5.74E+11,13284527847,179379016,10614844,699,158.55,493.76,0,0
NIGERIA,Benin,2013,870010,22747531,5.20E+11,12517845124,174726123,10308730,699,157.31,493.9,0,0
NIGERIA,Benin,2012,,1177180,4.64E+11,11141358116,170075932,10014078,699,157.5,510.56,0,0
NIGERIA,Benin,2011,,973885,4.14E+11,10693321364,165463745,9726380,699,153.86,471.25,0,0
NIGERIA,Benin,2010,,,3.67E+11,9535345016,160952853,9445710,699,150.3,494.79,0,0
NIGERIA,Benin,2009,,,2.95E+11,9738626517,156595758,9172514,699,148.88,470.29,0,0
NIGERIA,Benin,2008,440623,1361656,3.39E+11,9787734526,152382506,8906469,699,118.57,446,0,0
NIGERIA,Benin,2007,,5352651,2.78E+11,8169048383,148294028,8647761,699,125.81,478.63,0,0
NIGERIA,Benin,2006,6040262,13910,2.38E+11,7034111315,144329764,8402631,699,128.65,522.43,0,0
NIGERIA,Benin,2005,,,1.76E+11,6567654954,140490722,8149419,699,131.27,527.26,0,0
NIGERIA,Benin,2004,,,1.36E+11,6190270381,136756848,7894554,699,132.89,527.34,0,0
NIGERIA,Benin,2003,2583300,1647094,1.05E+11,5349258094,133119801,7659208,699,129.22,579.9,0,0
NIGERIA,Benin,2002,331949,632564,95054059303,4194342686,129583026,7431783,699,120.58,693.71,0,0
NIGERIA,Benin,2001,17175250,329695,73557840064,3666222635,126152678,7212041,699,111.23,732.4,0,0
NIGERIA,Benin,2000,214280,459915,69171451627,3519991440,122851984,6998023,699,101.7,710.21,0,0
NIGERIA,Benin,1999,168143,42455,59145077039,3677393999,119695565,6788589,699,92.34,615.47,0,0
NIGERIA,Benin,1998,180075,29190,2.18E+11,2455092686,116690527,6584183,699,21.89,589.95,0,0
NIGERIA,Benin,1997,393340,38573,2.01E+11,2268301646,113791181,6387026,699,21.89,583.67,0,0
NIGERIA,Benin,1996,550607,3366887,1.86E+11,2361116449,110956183,6203860,699,21.88,511.55,0,0
NIGERIA,Brazil,2021,901623161.8,418765.22,4.41E+11,1.65E+12,213401323,214326223,7171,401.15,5.39,0,0
NIGERIA,Brazil,2020,763755674.6,33266.19,4.32E+11,1.48E+12,208327405,213196304,7171,358.81,5.16,0,0
NIGERIA,Brazil,2019,470156327.4,76492.03,4.75E+11,1.87E+12,203304492,211782878,7171,306.92,3.94,0,0
NIGERIA,Brazil,2018,541764960,35607.9,4.22E+11,1.92E+12,198387623,210166592,7171,306.08,3.65,0,0
NIGERIA,Brazil,2017,595240877.4,202986.75,3.76E+11,2.06E+12,193495907,208504960,7171,305.79,3.19,0,0
NIGERIA,Brazil,2016,693109490,,4.05E+11,1.80E+12,188666931,206859578,7171,253.49,3.49,0,0
NIGERIA,Brazil,2015,584190429.4,55533.66,4.93E+11,1.80E+12,183995785,205188205,7171,192.44,3.33,0,0
NIGERIA,Brazil,2014,825700546,63877,5.74E+11,2.46E+12,179379016,203459650,7171,158.55,2.35,0,0
NIGERIA,Brazil,2013,863374913,208232,5.20E+11,2.47E+12,174726123,201721767,7171,157.31,2.16,0,0
NIGERIA,Brazil,2012,1717872825,8003114,4.64E+11,2.47E+12,170075932,199977707,7171,157.5,1.95,0,0
NIGERIA,Brazil,2011,2963768410,14445407,4.14E+11,2.62E+12,165463745,198185302,7171,153.86,1.67,0,0
NIGERIA,Brazil,2010,705095863,1979003,3.67E+11,2.21E+12,160952853,196353492,7171,150.3,1.76,0,0
NIGERIA,Brazil,2009,513263592,3490262,2.95E+11,1.67E+12,156595758,194517549,7171,148.88,2,0,0
NIGERIA,Brazil,2008,78340324,3221149,3.39E+11,1.70E+12,152382506,192672317,7171,118.57,1.83,0,0
NIGERIA,Brazil,2007,250377104,,2.78E+11,1.40E+12,148294028,190779453,7171,125.81,1.95,0,0
NIGERIA,Brazil,2006,18600530,,2.38E+11,1.11E+12,144329764,188820682,7171,128.65,2.18,0,0
NIGERIA,Brazil,2005,,,1.76E+11,8.92E+11,140490722,186797334,7171,131.27,2.43,0,0
NIGERIA,Brazil,2004,,,1.36E+11,6.69E+11,136756848,184722043,7171,132.89,2.93,0,0
NIGERIA,Brazil,2003,69979446,,1.05E+11,5.58E+11,133119801,182629278,7171,129.22,3.08,0,0
NIGERIA,Brazil,2002,84879721,,95054059303,5.10E+11,129583026,180476685,7171,120.58,2.92,0,0
NIGERIA,Brazil,2001,55180154,,73557840064,5.60E+11,126152678,178211881,7171,111.23,2.35,0,0
NIGERIA,Brazil,2000,46736761,,69171451627,6.55E+11,122851984,175873720,7171,101.7,1.83,0,0
NIGERIA,Brazil,1999,42337108,260041,59145077039,6.00E+11,119695565,173486281,7171,92.34,1.81,0,0
NIGERIA,Brazil,1998,152126352,1705,2.18E+11,8.64E+11,116690527,171039804,7171,21.89,1.16,0,0
NIGERIA,Brazil,1997,166795744,781,2.01E+11,8.83E+11,113791181,168546707,7171,21.89,1.08,0,0
NIGERIA,Brazil,1996,159986256,396812,1.86E+11,8.50E+11,110956183,166037122,7171,21.88,1.01,0,0
NIGERIA,Bulgaria,2021,600995.98,8581350.37,4.41E+11,84061395658,213401323,6885868,4074,401.15,1.65,0,0
NIGERIA,Bulgaria,2020,773935.61,495976.94,4.32E+11,70404359049,208327405,6979175,4074,358.81,1.72,0,0
NIGERIA,Bulgaria,2019,124003.8,565972.23,4.75E+11,68911930628,203304492,7052532,4074,306.92,1.75,0,0
NIGERIA,Bulgaria,2018,246244.66,,4.22E+11,66399602077,198387623,7117431,4074,306.08,1.66,0,0
NIGERIA,Bulgaria,2017,291807.76,,3.76E+11,59343060706,193495907,7182428,4074,305.79,1.74,0,0
NIGERIA,Bulgaria,2016,152345,,4.05E+11,53987487124,188666931,7245975,4074,253.49,1.77,0,0
NIGERIA,Bulgaria,2015,253566.51,,4.93E+11,50828088836,183995785,7309253,4074,192.44,1.76,0,0
NIGERIA,Bulgaria,2014,219521,,5.74E+11,57159557805,179379016,7372141,4074,158.55,1.47,0,0
NIGERIA,Bulgaria,2013,8461850,349001,5.20E+11,55844245264,174726123,7431167,4074,157.31,1.47,0,0
NIGERIA,Bulgaria,2012,126119,,4.64E+11,54290156342,170075932,7488344,4074,157.5,1.52,0,0
NIGERIA,Bulgaria,2011,155335,1,4.14E+11,57735709914,165463745,7543130,4074,153.86,1.41,0,0
NIGERIA,Bulgaria,2010,304210,3305874,3.67E+11,50754203891,160952853,7592273,4074,150.3,1.48,0,0
NIGERIA,Bulgaria,2009,,799174,2.95E+11,52023813558,156595758,7634735,4074,148.88,1.41,0,0
NIGERIA,Bulgaria,2008,,458,3.39E+11,54480697770,152382506,7674913,4074,118.57,1.34,0,0
NIGERIA,Bulgaria,2007,394744,,2.78E+11,44432811756,148294028,7719035,4074,125.81,1.43,0,0
NIGERIA,Bulgaria,2006,,,2.38E+11,34380543845,144329764,7766036,4074,128.65,1.56,0,0
NIGERIA,Bulgaria,2005,,,1.76E+11,29868651533,140490722,7815221,4074,131.27,1.57,0,0
NIGERIA,Bulgaria,2004,,,1.36E+11,26157744753,136756848,7865316,4074,132.89,1.58,0,0
NIGERIA,Bulgaria,2003,268315,,1.05E+11,21144962058,133119801,7917739,4074,129.22,1.73,0,0
NIGERIA,Bulgaria,2002,3405008,,95054059303,16403043850,129583026,7974810,4074,120.58,2.08,0,0
NIGERIA,Bulgaria,2001,96063,,73557840064,14183443862,126152678,8034860,4074,111.23,2.18,0,0
NIGERIA,Bulgaria,2000,2402108,,69171451627,13245990274,122851984,8097691,4074,101.7,2.12,0,0
NIGERIA,Bulgaria,1999,,,59145077039,13627325461,119695565,8162301,4074,92.34,1.84,0,0
NIGERIA,Bulgaria,1998,16285,,2.18E+11,15031052201,116690527,8234927,4074,21.89,1.76,0,0
NIGERIA,Bulgaria,1997,363281,,2.01E+11,11316126258,113791181,8318966,4074,21.89,1.68,0,0
NIGERIA,Bulgaria,1996,,,1.86E+11,12294987876,110956183,8401376,4074,21.88,0.18,0,0
NIGERIA,Cameroon,2021,23830.25,203386.61,4.41E+11,44993521774,213401323,27198628,447,401.15,554.53,0,1
NIGERIA,Cameroon,2020,503465.36,1139458.84,4.32E+11,40773241177,208327405,26491087,447,358.81,575.59,0,1
NIGERIA,Cameroon,2019,297139.09,213138.65,4.75E+11,39670976453,203304492,25782341,447,306.92,585.91,0,1
NIGERIA,Cameroon,2018,193758.9,256979.8,4.22E+11,39973842087,198387623,25076747,447,306.08,555.45,0,1
NIGERIA,Cameroon,2017,191927.32,59004.34,3.76E+11,36098547033,193495907,24393181,447,305.79,580.66,0,1
NIGERIA,Cameroon,2016,311121,39751,4.05E+11,33814337044,188666931,23711630,447,253.49,592.61,0,1
NIGERIA,Cameroon,2015,333553.95,49508.62,4.93E+11,32210233020,183995785,23012646,447,192.44,591.21,0,1
NIGERIA,Cameroon,2014,856592,415296,5.74E+11,36386544706,179379016,22299585,447,158.55,493.76,0,1
NIGERIA,Cameroon,2013,2582524,1649727,5.20E+11,33728621180,174726123,21632850,447,157.31,493.9,0,1
NIGERIA,Cameroon,2012,191286,225098,4.64E+11,30155062329,170075932,21032684,447,157.5,510.56,0,1
NIGERIA,Cameroon,2011,,,4.14E+11,30630910495,165463745,20448873,447,153.86,471.25,0,1
NIGERIA,Cameroon,2010,,,3.67E+11,27507501821,160952853,19878036,447,150.3,494.79,0,1
NIGERIA,Cameroon,2009,,,2.95E+11,27932970317,156595758,19319274,447,148.88,470.29,0,1
NIGERIA,Cameroon,2008,,479295,3.39E+11,27715142033,152382506,18777081,447,118.57,446,0,1
NIGERIA,Cameroon,2007,,1484281,2.78E+11,23928250433,148294028,18251866,447,125.81,478.63,0,1
NIGERIA,Cameroon,2006,,,2.38E+11,20910512975,144329764,17751333,447,128.65,522.43,0,1
NIGERIA,Cameroon,2005,,,1.76E+11,19509852207,140490722,17275171,447,131.27,527.26,0,1
NIGERIA,Cameroon,2004,,,1.36E+11,18826214136,136756848,16809407,447,132.89,527.34,0,1
NIGERIA,Cameroon,2003,286722,2555,1.05E+11,15970315035,133119801,16354326,447,129.22,579.9,0,1
NIGERIA,Cameroon,2002,514801,28745,95054059303,12417251333,129583026,15914033,447,120.58,693.71,0,1
NIGERIA,Cameroon,2001,1739333,97372,73557840064,10953485349,126152678,15493253,447,111.23,732.4,0,1
NIGERIA,Cameroon,2000,55500,12806,69171451627,10566579295,122851984,15091594,447,101.7,710.21,0,1
NIGERIA,Cameroon,1999,424059,121504,59145077039,11565826465,119695565,14698973,447,92.34,615.47,0,1
NIGERIA,Cameroon,1998,,,2.18E+11,11298144990,116690527,14314599,447,21.89,589.95,0,1
NIGERIA,Cameroon,1997,,,2.01E+11,10789458433,113791181,13941181,447,21.89,583.67,0,1
NIGERIA,Cameroon,1996,,31154,1.86E+11,11093538846,110956183,13575324,447,21.88,511.55,0,1
NIGERIA,Canada,2021,372546073.8,30744113.35,4.41E+11,2.01E+12,213401323,38155012,10666,401.15,1.25,0,1
NIGERIA,Canada,2020,394991705.5,7787010.52,4.32E+11,1.66E+12,208327405,37888705,10666,358.81,1.34,0,1
NIGERIA,Canada,2019,230193300,704855.81,4.75E+11,1.74E+12,203304492,37522584,10666,306.92,1.33,0,1
NIGERIA,Canada,2018,311642377.2,571001.84,4.22E+11,1.73E+12,198387623,37035254,10666,306.08,1.3,0,1
NIGERIA,Canada,2017,244251712.6,9240193.44,3.76E+11,1.65E+12,193495907,36554348,10666,305.79,1.3,0,1
NIGERIA,Canada,2016,189153962,2983344,4.05E+11,1.53E+12,188666931,36113532,10666,253.49,1.33,0,1
NIGERIA,Canada,2015,109763887.8,915572.71,4.93E+11,1.56E+12,183995785,35732126,10666,192.44,1.28,0,1
NIGERIA,Canada,2014,255301717,34067214,5.74E+11,1.81E+12,179379016,35404608,10666,158.55,1.1,0,1
NIGERIA,Canada,2013,186701742,53699430,5.20E+11,1.85E+12,174726123,35063691,10666,157.31,1.03,0,1
NIGERIA,Canada,2012,6714056,46202,4.64E+11,1.83E+12,170075932,34691878,10666,157.5,1,0,1
NIGERIA,Canada,2011,,,4.14E+11,1.79E+12,165463745,34323531,10666,153.86,0.99,0,1
NIGERIA,Canada,2010,,14401328,3.67E+11,1.62E+12,160952853,33963412,10666,150.3,1.03,0,1
NIGERIA,Canada,2009,3018448,103394,2.95E+11,1.37E+12,156595758,33593917,10666,148.88,1.14,0,1
NIGERIA,Canada,2008,16523855,478733,3.39E+11,1.55E+12,152382506,33218541,10666,118.57,1.07,0,1
NIGERIA,Canada,2007,3763523,35613758,2.78E+11,1.47E+12,148294028,32862459,10666,125.81,1.07,0,1
NIGERIA,Canada,2006,26193249,,2.38E+11,1.32E+12,144329764,32531867,10666,128.65,1.13,0,1
NIGERIA,Canada,2005,,,1.76E+11,1.17E+12,140490722,32215916,10666,131.27,1.21,0,1
NIGERIA,Canada,2004,,,1.36E+11,1.03E+12,136756848,31911668,10666,132.89,1.3,0,1
NIGERIA,Canada,2003,9196011,,1.05E+11,8.96E+11,133119801,31619450,10666,129.22,1.4,0,1
NIGERIA,Canada,2002,12394314,,95054059303,7.61E+11,129583026,31322398,10666,120.58,1.57,0,1
NIGERIA,Canada,2001,22299822,,73557840064,7.39E+11,126152678,31002763,10666,111.23,1.55,0,1
NIGERIA,Canada,2000,19150209,,69171451627,7.45E+11,122851984,30683313,10666,101.7,1.49,0,1
NIGERIA,Canada,1999,2691357,,59145077039,6.78E+11,119695565,30399778,10666,92.34,1.49,0,1
NIGERIA,Canada,1998,51791032,113988,2.18E+11,6.34E+11,116690527,30144812,10666,21.89,1.48,0,1
NIGERIA,Canada,1997,50296352,,2.01E+11,6.55E+11,113791181,29882752,10666,21.89,1.38,0,1
NIGERIA,Canada,1996,22026736,527301,1.86E+11,6.31E+11,110956183,29593849,10666,21.88,1.36,0,1
NIGERIA,Chad,2021,,903528.47,4.41E+11,11779981333,213401323,17179740,1301,401.15,554.53,1,0
NIGERIA,Chad,2020,,15307156.42,4.32E+11,10715396042,208327405,16644701,1301,358.81,575.59,1,0
NIGERIA,Chad,2019,135270.91,14771.19,4.75E+11,11314951092,203304492,16126866,1301,306.92,585.91,1,0
NIGERIA,Chad,2018,114252.94,,4.22E+11,11239167898,198387623,15604210,1301,306.08,555.45,1,0
NIGERIA,Chad,2017,168111.09,,3.76E+11,10000394381,193495907,15085884,1301,305.79,580.66,1,0
NIGERIA,Chad,2016,63124,,4.05E+11,10097778098,188666931,14592585,1301,253.49,592.61,1,0
NIGERIA,Chad,2015,,,4.93E+11,10950392257,183995785,14140274,1301,192.44,591.21,1,0
NIGERIA,Chad,2014,808482,,5.74E+11,13940767219,179379016,13697126,1301,158.55,493.76,1,0
NIGERIA,Chad,2013,815347,2261619,5.20E+11,12953534866,174726123,13216766,1301,157.31,493.9,1,0
NIGERIA,Chad,2012,,,4.64E+11,12367362757,170075932,12754906,1301,157.5,510.56,1,0
NIGERIA,Chad,2011,1556874,2643868,4.14E+11,12172308851,165463745,12317730,1301,153.86,471.25,1,0
